sample1,sample2,sample3,sample4,sample5,sample6,sample7,sample8
5910,58903,48945,35079,53250,10752,10496,10496
9750,63511,56113,34311,53762,10496,10240,10496
9750,63511,56113,34311,53762,10496,10240,10496
55573,45079,21809,33543,52226,10496,9984,10752
55573,45079,21809,33543,52226,10496,9984,10752
5142,62999,48177,35079,53762,10496,10496,11008
5142,62999,48177,35079,53762,10496,10496,11008
62997,57367,33585,36103,54018,10752,10496,11008
62997,57367,33585,36103,54018,10752,10496,11008
2326,63255,40497,36359,54530,10752,10752,10752
2326,63255,40497,36359,54530,10752,10752,10752
5654,2072,47665,35591,54018,10752,10496,11008
5654,2072,47665,35591,54018,10752,10496,11008
9238,2840,54577,35847,53506,10752,10240,10496
9238,2840,54577,35847,53506,10752,10240,10496
62741,55319,33585,34823,54786,10752,10496,10752
62741,55319,33585,34823,54786,10752,10496,10752
